"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant52",0,8,0,1,3,9,2,0,4,0,0,7,19,9,0,4,19,5,0,1,0,0,15,0,0,0,4,0,0,0,0,11,0,3,0,0,1,8,0,5,2,1,0,0
"Ant6",8,0,2,3,3,1,0,0,0,15,12,2,4,0,5,0,0,0,22,7,0,0,0,3,1,0,14,2,5,0,3,1,5,0,1,0,9,5,10,3,8,1,3,0
"Ant7",0,2,0,10,15,6,1,0,0,8,7,5,2,0,3,4,0,9,9,8,0,0,5,2,6,1,26,0,7,0,20,2,9,2,9,0,9,9,5,1,4,1,10,1
"Ant19",1,3,10,0,9,0,4,0,0,0,13,2,21,1,0,1,5,1,7,6,0,0,1,0,0,8,2,0,2,0,5,7,13,12,2,11,2,7,4,9,4,3,2,7
"Ant30",3,3,15,9,0,19,2,0,7,3,1,4,6,2,3,0,6,2,2,3,0,0,12,0,0,5,12,0,2,0,4,18,5,7,11,2,4,5,4,7,5,10,0,14
"Ant60",9,1,6,0,19,0,8,0,20,0,0,6,11,22,0,0,6,2,5,1,0,0,9,1,0,2,13,0,4,0,0,19,0,14,3,6,1,4,0,3,7,7,0,4
"Ant148",2,0,1,4,2,8,0,0,12,0,0,9,5,5,0,0,12,0,0,5,0,0,3,0,0,16,6,0,0,0,0,10,0,2,0,15,2,0,0,1,1,0,0,11
"Ant202",0,0,0,0,0,0,0,0,0,110,3,0,0,0,40,0,0,0,0,0,37,1,0,77,8,0,0,28,0,20,17,0,0,0,0,0,0,0,1,0,0,0,1,0
"Ant209",4,0,0,0,7,20,12,0,0,0,0,15,1,8,0,1,8,3,0,2,0,0,2,0,0,20,8,0,3,0,0,1,0,6,0,6,0,0,0,0,10,5,0,3
"Ant268",0,15,8,0,3,0,0,110,0,0,12,0,0,0,54,0,0,0,36,0,42,2,0,102,57,0,51,17,0,71,58,0,1,0,3,0,2,0,13,0,2,1,34,0
