"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant52",0,1,2,11,2,2,4,0,0,0,0,10,10,3,0,2,7,3,1,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,1,5,0,5,0,7,7,13,0,3
"Ant6",1,0,1,8,5,4,0,0,3,5,30,0,0,1,1,0,1,0,9,3,0,1,0,0,0,0,54,0,4,3,0,1,4,0,11,1,0,0,23,0,6,0,0,6
"Ant7",2,1,0,0,4,3,1,0,3,17,9,0,6,9,2,0,0,0,3,3,0,0,4,0,0,2,18,0,4,2,2,5,1,5,13,3,2,0,13,0,13,0,0,14
"Ant19",11,8,0,0,8,5,4,0,6,3,0,9,13,3,0,1,6,5,5,20,0,0,5,0,0,3,15,0,8,0,1,3,5,12,4,3,10,4,14,1,6,27,0,5
"Ant30",2,5,4,8,0,3,5,0,6,1,10,2,23,5,0,3,12,15,13,7,0,0,1,1,0,6,0,0,4,2,2,3,3,9,3,9,1,4,7,15,15,11,0,9
"Ant60",2,4,3,5,3,0,3,0,14,0,0,4,7,6,0,1,4,6,1,4,0,0,5,0,0,5,0,0,4,0,1,9,4,3,10,12,0,9,0,1,10,1,0,11
"Ant148",4,0,1,4,5,3,0,0,11,0,1,0,0,10,0,0,7,13,0,4,0,0,1,0,0,2,0,0,0,2,0,7,8,3,1,7,2,1,1,0,6,0,0,13
"Ant202",0,0,0,0,0,0,0,0,0,130,0,0,0,0,41,0,0,0,0,0,8,12,0,31,25,0,0,39,0,17,45,0,0,0,0,0,0,0,0,0,0,0,21,0
"Ant209",0,3,3,6,6,14,11,0,0,0,0,0,0,14,0,0,4,0,0,4,0,0,1,0,0,0,1,0,0,2,0,11,2,0,0,14,1,2,0,1,1,4,0,2
"Ant268",0,5,17,3,1,0,0,130,0,0,34,4,0,0,44,1,3,0,59,2,85,7,12,98,67,0,14,19,1,35,39,5,3,0,8,0,6,2,20,0,1,1,166,7
"Ant518",0,30,9,0,10,0,1,0,0,34,0,0,0,1,2,0,1,0,40,4,0,0,10,2,15,0,59,0,1,0,3,5,3,1,2,0,0,7,14,0,0,0,0,1
"Ant32",10,0,0,9,2,4,0,0,0,4,0,0,23,9,0,20,13,6,0,7,0,0,3,0,0,3,3,0,2,0,0,4,0,0,2,1,0,5,1,0,1,6,0,5
"Ant44",10,0,6,13,23,7,0,0,0,0,0,23,0,7,0,22,5,2,0,3,0,0,1,0,0,2,1,0,5,1,0,3,2,18,8,2,1,12,2,7,15,7,0,13
"Ant50",3,1,9,3,5,6,10,0,14,0,1,9,7,0,0,28,8,9,12,8,0,0,3,0,0,7,6,0,2,2,0,14,2,16,13,11,7,20,4,4,26,12,0,11
"Ant55",0,1,2,0,0,0,0,41,0,44,2,0,0,0,0,0,8,0,3,0,11,3,9,70,28,0,1,10,0,22,22,3,2,0,0,0,0,0,2,0,0,0,56,0
"Ant63",2,0,0,1,3,1,0,0,0,1,0,20,22,28,0,0,2,0,14,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,0,3,6,0,10,0,28,0,4
"Ant98",7,1,0,6,12,4,7,0,4,3,1,13,5,8,8,2,0,2,0,5,0,0,6,0,4,15,2,0,5,2,2,28,3,6,1,4,0,2,0,2,5,6,0,12
"Ant137",3,0,0,5,15,6,13,0,0,0,0,6,2,9,0,0,2,0,0,4,0,0,0,0,0,11,0,0,1,1,0,2,4,5,4,2,1,10,0,5,12,0,0,6
"Ant140",1,9,3,5,13,1,0,0,0,59,40,0,0,12,3,14,0,0,0,20,0,0,0,9,6,0,20,0,6,30,2,10,0,3,21,0,0,19,3,1,3,1,0,15
"Ant169",0,3,3,20,7,4,4,0,4,2,4,7,3,8,0,8,5,4,20,0,0,0,6,0,0,12,8,0,1,0,0,8,4,7,4,6,1,14,5,0,3,3,2,4
"Ant176",0,0,0,0,0,0,0,8,0,85,0,0,0,0,11,0,0,0,0,0,0,2,0,36,24,0,0,35,0,8,9,0,0,0,0,0,0,0,0,0,0,0,32,0
"Ant178",0,1,0,0,0,0,0,12,0,7,0,0,0,0,3,0,0,0,0,0,2,0,0,6,3,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0
"Ant195",0,0,4,5,1,5,1,0,1,12,10,3,1,3,9,0,6,0,0,6,0,0,0,0,0,7,4,0,1,6,3,5,6,2,4,0,17,6,5,0,1,0,0,7
"Ant215",0,0,0,0,1,0,0,31,0,98,2,0,0,0,70,0,0,0,9,0,36,6,0,0,39,0,0,25,0,16,26,0,0,0,0,0,0,0,4,0,0,0,24,0
"Ant217",0,0,0,0,0,0,0,25,0,67,15,0,0,0,28,0,4,0,6,0,24,3,0,39,0,0,16,2,0,4,42,4,0,0,3,0,0,0,11,0,0,0,38,6
"Ant219",6,0,2,3,6,5,2,0,0,0,0,3,2,7,0,0,15,11,0,12,0,0,7,0,0,0,0,0,5,1,0,9,3,17,4,9,3,4,2,5,28,1,0,1
"Ant232",0,54,18,15,0,0,0,0,1,14,59,3,1,6,1,0,2,0,20,8,0,0,4,0,16,0,0,0,2,0,0,4,20,4,5,0,0,3,14,0,1,0,2,2
"Ant243",0,0,0,0,0,0,0,39,0,19,0,0,0,0,10,0,0,0,0,0,35,2,0,25,2,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,32,0
"Ant257",1,4,4,8,4,4,0,0,0,1,1,2,5,2,0,0,5,1,6,1,0,0,1,0,0,5,2,0,0,5,0,3,2,6,5,4,5,27,0,0,2,11,0,6
"Ant289",0,3,2,0,2,0,2,17,2,35,0,0,1,2,22,0,2,1,30,0,8,1,6,16,4,1,0,14,5,0,2,0,0,0,5,0,5,1,11,7,0,0,12,1
"Ant294",0,0,2,1,2,1,0,45,0,39,3,0,0,0,22,0,2,0,2,0,9,8,3,26,42,0,0,31,0,2,0,0,1,0,0,0,0,0,6,0,0,0,43,11
"Ant298",2,1,5,3,3,9,7,0,11,5,5,4,3,14,3,3,28,2,10,8,0,0,5,0,4,9,4,0,3,0,0,0,0,23,6,3,12,2,0,13,3,16,0,5
"Ant324",0,4,1,5,3,4,8,0,2,3,3,0,2,2,2,0,3,4,0,4,0,0,6,0,0,3,20,0,2,0,1,0,0,3,12,0,2,3,13,0,10,0,1,8
