"","Ant52","Ant6","Ant7","Ant19","Ant30","Ant60","Ant148","Ant202","Ant209","Ant268","Ant518","Ant32","Ant44","Ant50","Ant55","Ant63","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant552","Ant560","Ant564","Ant593"
"Ant52",0,1,1,3,0,9,3,0,41,0,0,3,5,1,0,1,4,5,4,1,0,0,2,0,0,13,0,0,0,0,0,20,0,11,1,0,0,7,3,3,0,8,0,0
"Ant6",1,0,2,42,8,5,3,0,3,8,4,2,0,6,0,2,17,6,0,2,0,0,0,5,0,0,12,0,0,0,0,3,0,1,1,14,4,9,1,1,10,0,7,9
"Ant7",1,2,0,7,34,3,2,0,3,29,36,0,0,5,2,7,1,4,2,2,1,0,11,4,0,0,19,0,2,8,0,2,7,4,8,0,5,0,16,0,8,2,21,1
"Ant19",3,42,7,0,12,6,2,0,7,3,19,0,23,7,1,4,5,5,5,8,0,0,12,1,0,1,18,0,7,0,0,0,8,1,6,4,5,6,0,5,2,10,2,9
"Ant30",0,8,34,12,0,1,2,2,15,20,12,1,10,1,1,3,6,7,6,5,1,0,8,1,1,1,15,0,6,1,0,0,11,14,10,4,4,3,20,0,11,2,9,2
"Ant60",9,5,3,6,1,0,5,0,11,1,0,7,16,10,0,3,4,1,5,0,0,0,0,0,0,15,1,0,4,0,0,22,0,4,2,7,0,1,2,5,6,6,0,9
"Ant148",3,3,2,2,2,5,0,0,7,0,1,8,3,23,0,1,5,0,3,7,0,0,9,1,3,5,12,0,0,0,0,20,7,10,4,13,0,6,0,33,0,8,3,6
"Ant202",0,0,0,0,2,0,0,0,0,22,0,0,0,0,28,0,0,0,0,0,14,0,0,81,2,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant209",41,3,3,7,15,11,7,0,0,1,1,7,14,14,0,3,12,9,2,1,0,0,18,0,0,5,2,0,1,0,0,12,0,15,3,15,0,6,3,17,5,10,0,12
"Ant268",0,8,29,3,20,1,0,22,1,0,37,0,0,0,28,0,1,1,20,2,12,0,8,12,6,0,24,1,0,41,1,0,0,2,5,0,6,0,7,0,0,0,55,2
"Ant518",0,4,36,19,12,0,1,0,1,37,0,0,0,2,0,5,4,2,1,17,0,0,6,2,31,0,33,0,2,15,0,1,3,1,6,0,10,1,13,1,0,1,13,6
"Ant32",3,2,0,0,1,7,8,0,7,0,0,0,12,9,0,2,3,1,9,12,0,0,4,0,0,0,0,0,8,0,0,0,2,9,8,0,2,2,6,7,3,3,0,1
"Ant44",5,0,0,23,10,16,3,0,14,0,0,12,0,20,0,11,1,16,16,14,0,0,11,1,0,0,3,0,1,1,0,0,2,19,9,7,5,18,2,7,5,4,1,1
"Ant50",1,6,5,7,1,10,23,0,14,0,2,9,20,0,0,2,7,3,3,17,0,0,6,0,0,0,3,0,9,0,0,2,4,1,1,3,0,3,4,4,6,16,0,2
"Ant55",0,0,2,1,1,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,20,0,0,29,27,0,0,2,0,35,8,0,0,0,1,1,0,0,0,0,0,0,14,1
"Ant63",1,2,7,4,3,3,1,0,3,0,5,2,11,2,0,0,5,0,5,11,0,0,7,0,0,1,9,0,0,0,0,14,0,7,5,2,0,0,7,3,8,1,1,0
"Ant98",4,17,1,5,6,4,5,0,12,1,4,3,1,7,0,5,0,7,0,8,0,0,1,0,0,7,3,0,3,0,0,10,1,1,2,1,0,25,0,0,13,8,0,0
"Ant137",5,6,4,5,7,1,0,0,9,1,2,1,16,3,0,0,7,0,2,17,0,0,0,0,1,0,3,0,2,0,0,1,2,3,0,0,1,10,2,1,8,2,0,8
"Ant140",4,0,2,5,6,5,3,0,2,20,1,9,16,3,0,5,0,2,0,2,0,0,14,2,0,0,4,0,6,0,0,1,1,10,13,21,0,0,7,4,0,9,0,4
"Ant169",1,2,2,8,5,0,7,0,1,2,17,12,14,17,0,11,8,17,2,0,0,0,10,2,1,5,10,0,6,2,0,1,12,5,6,3,1,2,12,2,1,6,0,3
"Ant176",0,0,1,0,1,0,0,14,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,43,16,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",2,0,11,12,8,0,9,0,18,8,6,4,11,6,0,7,1,0,14,10,0,0,0,3,2,0,8,0,5,0,0,1,13,18,15,5,0,0,8,1,4,6,1,4
"Ant215",0,5,4,1,1,0,1,81,0,12,2,0,1,0,29,0,0,0,2,2,43,0,3,0,20,1,7,0,0,59,8,4,1,0,6,1,0,1,0,0,1,0,9,2
"Ant217",0,0,0,0,1,0,3,2,0,6,31,0,0,0,27,0,0,1,0,1,16,0,2,20,0,0,3,8,1,4,3,0,2,0,0,0,8,0,0,0,0,0,3,3
"Ant219",13,0,0,1,1,15,5,0,5,0,0,0,0,0,0,1,7,0,0,5,0,0,0,1,0,0,5,0,0,0,0,20,0,2,1,0,0,12,0,9,4,2,0,6
"Ant232",0,12,19,18,15,1,12,0,2,24,33,0,3,3,0,9,3,3,4,10,0,0,8,7,3,5,0,0,13,0,0,0,21,8,8,3,7,3,27,4,10,4,12,21
"Ant243",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant257",0,0,2,7,6,4,0,0,1,0,2,8,1,9,0,0,3,2,6,6,0,0,5,0,1,0,13,0,0,0,0,2,5,4,5,10,5,0,6,11,8,3,0,0
"Ant289",0,0,8,0,1,0,0,68,0,41,15,0,1,0,35,0,0,0,0,2,11,0,0,59,4,0,0,5,0,0,10,0,0,0,0,0,0,0,2,0,1,0,3,0
"Ant294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,8,0,0,8,3,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"Ant298",20,3,2,0,0,22,20,0,12,0,1,0,0,2,0,14,10,1,1,1,0,0,1,4,0,20,0,0,2,0,0,0,0,2,1,0,1,3,0,15,8,2,2,8
"Ant324",0,0,7,8,11,0,7,0,0,0,3,2,2,4,0,0,1,2,1,12,0,0,13,1,2,0,21,0,5,0,0,0,0,6,8,3,2,2,2,0,3,1,0,1
"Ant332",11,1,4,1,14,4,10,0,15,2,1,9,19,1,0,7,1,3,10,5,0,0,18,0,0,2,8,0,4,0,0,2,6,0,2,21,0,2,0,4,0,19,0,2
"Ant342",1,1,8,6,10,2,4,0,3,5,6,8,9,1,1,5,2,0,13,6,0,0,15,6,0,1,8,0,5,0,1,1,8,2,0,0,1,2,15,1,0,3,1,7
"Ant356",0,14,0,4,4,7,13,0,15,0,0,0,7,3,1,2,1,0,21,3,0,0,5,1,0,0,3,0,10,0,0,0,3,21,0,0,0,1,7,22,9,4,0,12
"Ant395",0,4,5,5,4,0,0,0,0,6,10,2,5,0,0,0,0,1,0,1,0,0,0,0,8,0,7,0,5,0,0,1,2,0,1,0,0,3,2,0,3,0,8,10
"Ant400",7,9,0,6,3,1,6,0,6,0,1,2,18,3,0,0,25,10,0,2,0,0,0,1,0,12,3,0,0,0,0,3,2,2,2,1,3,0,1,0,2,0,2,0
"Ant437",3,1,16,0,20,2,0,0,3,7,13,6,2,4,0,7,0,2,7,12,0,0,8,0,0,0,27,0,6,2,0,0,2,0,15,7,2,1,0,1,1,0,7,0
"Ant492",3,1,0,5,0,5,33,0,17,0,1,7,7,4,0,3,0,1,4,2,0,0,1,0,0,9,4,0,11,0,0,15,0,4,1,22,0,0,1,0,3,3,0,7
"Ant552",0,10,8,2,11,6,0,0,5,0,0,3,5,6,0,8,13,8,0,1,0,0,4,1,0,4,10,0,8,1,0,8,3,0,0,9,3,2,1,3,0,1,1,4
