colony,date,ant_id,x,y,file_name,ant_type
N13,8/15/12,1,1248.04502,332.120853,4315,1
N13,8/15/12,1,1235.30569,348.5,4306,1
N13,8/15/12,1,1144.31043,543.229858,4173,1
N13,8/15/12,2,1186.16825,303.00237,4116,1
N13,8/15/12,2,1131.57109,492.272512,3989,1
N13,8/15/12,2,1102.45261,501.372038,3980,1
N13,8/15/12,2,1084.25356,414.016588,3969,1
N13,8/15/12,2,1120.65166,408.556872,3964,1
N13,8/15/12,2,1117.01185,404.917062,3958,1
N13,8/15/12,2,1102.45261,381.258294,3938,1
N13,8/15/12,2,1078.79384,386.718009,3919,1
N13,8/15/12,2,1126.11137,495.912322,3894,1
N13,8/15/12,3,1186.16825,281.163507,4766,1
N13,8/15/12,3,1055.13507,323.021327,4740,1
N13,8/15/12,3,1140.67062,372.158768,4724,1
N13,8/15/12,3,1109.73223,434.035545,4706,1
N13,8/15/12,3,1095.17299,452.234597,4701,1
N13,8/15/12,3,1124.29147,463.154028,4697,1
N13,8/15/12,3,1122.47156,495.912322,4681,1
N13,8/15/12,4,1195.26777,364.879147,6037,1
N13,8/15/12,4,1173.42891,375.798578,6027,1
N13,8/15/12,4,1146.13033,392.177725,6010,1
N13,8/15/12,4,1151.59005,439.495261,5990,1
N13,8/15/12,4,1160.68957,459.514218,5983,1
N13,8/15/12,4,1138.85071,490.452607,5969,1
N13,8/15/12,5,1193.45868,328.070248,5722,1
N13,8/15/12,5,1197.02893,315.57438,5718,1
N13,8/15/12,5,1161.32645,340.566116,5705,1
N13,8/15/12,5,1123.83884,347.706612,5687,1
N13,8/15/12,5,1107.77273,347.706612,5683,1
N13,8/15/12,5,1054.21901,406.615702,5642,1
N13,8/15/12,5,1130.97934,511.938017,5530,1
N13,8/15/12,6,1197.02893,663.673554,4331,1
N13,8/15/12,6,1186.31818,663.673554,4312,1
N13,8/15/12,6,1168.46694,686.880165,4257,1
N13,8/15/12,6,1155.97107,658.318182,4239,1
N13,8/15/12,6,1123.83884,622.615702,4199,1
N13,8/15/12,6,1130.97934,619.045455,4169,1
N13,8/15/12,6,1107.77273,611.904959,4156,1
N13,8/15/12,6,1093.49174,595.838843,4144,1
N13,8/15/12,6,1095.27686,574.417355,4105,1
N13,8/15/12,6,1118.48347,572.632231,4046,1
N13,8/15/12,7,1186.31818,324.5,5206,1
N13,8/15/12,7,1172.03719,320.929752,5198,1
N13,8/15/12,7,1198.81405,349.491736,5182,1
N13,8/15/12,7,1179.17769,395.904959,5156,1
N13,8/15/12,7,1155.97107,453.028926,5142,1
N13,8/15/12,7,1107.77273,485.161157,5117,1
N13,8/15/12,7,1066.71488,549.42562,5092,1
N13,8/15/12,7,1088.13636,577.987603,5083,1
N13,8/15/12,7,1148.83058,619.045455,5041,1
N13,8/15/12,7,1118.48347,669.028926,4997,1
N13,8/15/12,8,1197.98691,244.58377,4362,1
N13,8/15/12,8,1220.60471,301.128272,4332,1
N13,8/15/12,8,1190.44764,314.32199,4326,1
N13,8/15/12,8,1190.44764,361.442408,4312,1
N13,8/15/12,8,1197.98691,429.295812,4299,1
N13,8/15/12,8,1132.01833,527.306283,4214,1
N13,8/15/12,8,1126.36387,593.274869,4182,1
N13,8/15/12,8,1145.21204,625.316754,4128,1
N13,8/15/12,8,1137.67278,649.819372,4122,1
N13,8/15/12,8,1122.59424,661.128272,4106,1
N13,8/15/12,9,1209.86877,471.430233,6359,1
N13,8/15/12,9,1200.89867,496.546512,6353,1
N13,8/15/12,9,1175.78239,491.164452,6347,1
N13,8/15/12,9,1156.04817,519.868771,6341,1
N13,8/15/12,9,1125.54983,600.599668,6315,1
N13,8/15/12,9,1123.75581,634.686047,6287,1
N13,8/15/12,9,1148.87209,654.420266,6278,1
N13,8/15/12,9,1121.96179,663.390365,6269,1
N13,8/15/12,10,1220.63289,229.237542,7839,1
N13,8/15/12,10,1165.01827,231.031561,7823,1
N13,8/15/12,10,1200.89867,256.147841,7807,1
N13,8/15/12,10,1197.31063,288.440199,7793,1
N13,8/15/12,10,1197.31063,313.556478,7772,1
N13,8/15/12,10,1186.54651,329.702658,7738,1
N13,8/15/12,10,1197.31063,410.433555,7711,1
N13,8/15/12,10,1184.75249,440.931894,7692,1
N13,8/15/12,10,1172.19435,464.254153,7673,1
N13,8/15/12,10,1123.75581,609.569767,7614,1
N13,8/15/12,10,1145.28405,598.805648,7582,1
N13,8/15/12,10,1173.98837,634.686047,7572,1
N13,8/15/12,10,1118.37375,656.214286,7557,1
N13,8/15/12,10,1111.19767,675.948505,7552,1
