colony,date,ant_id,x,y,file_name,ant_type
N13,8/13/12,114,1287.84177,315.689873,3034,2
N13,8/13/12,114,1219.48734,292.905063,3005,2
N13,8/13/12,114,1221.00633,279.234177,2994,2
N13,8/13/12,114,1271.13291,274.677215,2934,2
N13,8/13/12,114,1257.46203,247.335443,2911,2
N13,8/13/12,114,1283.28481,259.487342,2884,2
N13,8/13/12,114,1342.52532,238.221519,2830,2
N13,8/13/12,114,1263.53798,250.373418,2784,2
N13,8/13/12,114,1255.94304,254.93038,2777,2
N13,8/13/12,114,1161.76582,286.829114,2736,2
N13,8/13/12,114,1126.82911,312.651899,2711,2
N13,8/13/12,114,1155.68987,312.651899,2709,2
N13,8/13/12,123,1148.09494,519.234177,4318,2
N13,8/13/12,123,1217.96835,605.816456,4293,2
N13,8/13/12,123,1290.87975,709.107595,4259,2
N13,8/13/12,123,1350.12025,737.968354,4249,2
N13,8/13/12,123,1310.62658,617.968354,4192,2
N13,8/13/12,123,1131.38608,573.917722,4169,2
N13,8/13/12,123,1110.12025,619.487342,4158,2
N13,8/13/12,123,1037.20886,631.639241,4145,2
N13,8/13/12,123,1072.14557,566.322785,4128,2
N13,8/13/12,123,1058.47468,356.702532,4076,2
N13,8/13/12,123,999.234177,306.575949,4061,2
N13,8/13/12,124,722.778481,350.626582,4575,2
N13,8/13/12,124,745.563291,336.955696,4558,2
N13,8/13/12,124,760.753165,349.107595,4540,2
N13,8/13/12,124,927.841772,321.765823,4501,2
N13,8/13/12,124,955.183544,291.386076,4486,2
N13,8/13/12,124,999.234177,405.310127,4430,2
N13,8/13/12,124,981.006329,428.094937,4404,2
N13,8/13/12,124,1014.42405,437.208861,4392,2
N13,8/13/12,124,952.14557,453.917722,4368,2
N13,8/13/12,124,943.031646,469.107595,4361,2
N13,8/13/12,124,1038.72785,493.411392,4330,2
N13,8/13/12,124,1015.94304,534.424051,4284,2
N13,8/13/12,124,1037.20886,505.563291,4238,2
N13,8/13/12,124,1128.3481,505.563291,4187,2
N13,8/13/12,124,1131.38608,538.981013,4183,2
N13,8/13/12,133,1161.76582,513.158228,5888,2
N13,8/13/12,133,1031.13291,470.626582,5849,2
N13,8/13/12,133,1031.13291,488.85443,5826,2
N13,8/13/12,133,798.727848,335.436709,5767,2
N13,8/13/12,133,797.208861,339.993671,5761,2
N13,8/13/12,133,777.462025,277.71519,5752,2
N13,8/13/12,133,762.272152,224.550633,5725,2
N13,8/13/12,133,791.132911,215.436709,5698,2
N13,8/13/12,133,777.462025,180.5,5694,2
N13,8/13/12,133,865.563291,156.196203,5678,2
N13,8/13/12,133,879.234177,218.474684,5670,2
N13,8/13/12,133,958.221519,232.14557,5644,2
N13,8/13/12,133,974.93038,215.436709,5641,2
N13,8/13/12,133,994.677215,195.689873,5628,2
N13,8/13/12,133,1006.82911,189.613924,5625,2
N13,8/13/12,133,990.120253,223.031646,5610,2
N13,8/13/12,133,950.626582,223.031646,5587,2
N13,8/13/12,133,944.550633,259.487342,5580,2
N13,8/13/12,133,977.968354,257.968354,5575,2
N13,8/13/12,133,967.335443,295.943038,5573,2
N13,8/13/12,147,712.14557,385.563291,8325,2
N13,8/13/12,147,639.234177,485.816456,8298,2
N13,8/13/12,147,604.297468,520.753165,8265,2
N13,8/13/12,147,584.550633,540.5,8259,2
N13,8/13/12,147,616.449367,549.613924,8253,2
N13,8/13/12,147,520.753165,687.841772,8215,2
N13,8/13/12,147,713.664557,768.348101,8124,2
N13,8/13/12,147,706.06962,721.259494,8078,2
N13,8/13/12,147,722.778481,703.031646,8070,2
N13,8/13/12,147,657.462025,551.132911,7987,2
N13,8/13/12,147,651.386076,423.537975,7944,2
N13,8/13/12,147,636.196203,384.044304,7919,2
N13,8/13/12,147,669.613924,333.917722,7900,2
N13,8/13/12,147,634.677215,333.917722,7887,2
N13,8/13/12,147,608.85443,323.28481,7883,2
N13,8/13/12,147,631.639241,309.613924,7882,2
N13,8/13/12,147,554.170886,262.525316,7867,2
N13,8/13/12,147,693.917722,224.550633,7787,2
N13,8/13/12,147,798.727848,122.778481,7763,2
N13,8/13/12,147,867.082278,207.841772,7736,2
N13,8/13/12,147,870.120253,226.06962,7733,2
N13,8/13/12,147,1000.75317,174.424051,7709,2
N13,8/13/12,147,1079.74051,241.259494,7690,2
N13,8/13/12,147,1087.33544,308.094937,7682,2
N13,8/13/12,147,1138.98101,270.120253,7652,2
N13,8/13/12,147,1120.75317,283.791139,7641,2
