colony,date,ant_id,x,y,file_name,ant_type
N13,8/14/12,1,464.443662,613.176056,1438,1
N13,8/14/12,1,476.274648,611.485915,1433,1
N13,8/14/12,1,506.697183,521.908451,1404,1
N13,8/14/12,1,513.457746,526.978873,1377,1
N13,8/14/12,1,596.274648,489.795775,1337,1
N13,8/14/12,1,616.556338,457.683099,1322,1
N13,8/14/12,1,638.528169,467.823944,1318,1
N13,8/14/12,1,626.697183,454.302817,1267,1
N13,8/14/12,1,621.626761,476.274648,1240,1
N13,8/14/12,1,641.908451,452.612676,1221,1
N13,8/14/12,2,486.415493,237.964789,1380,1
N13,8/14/12,2,625.007042,357.964789,1202,1
N13,8/14/12,2,665.570423,371.485915,1118,1
N13,8/14/12,2,679.091549,385.007042,1107,1
N13,8/14/12,2,635.147887,398.528169,1080,1
N13,8/14/12,2,648.669014,412.049296,1074,1
N13,8/14/12,3,452.314947,855.660142,2112,1
N13,8/14/12,3,484.770463,826.620996,2085,1
N13,8/14/12,3,604.343416,758.293594,2057,1
N13,8/14/12,3,599.218861,742.919929,2044,1
N13,8/14/12,3,694.877224,713.880783,2014,1
N13,8/14/12,3,682.919929,703.631673,1949,1
N13,8/14/12,3,727.33274,467.902135,1652,1
N13,8/14/12,3,667.546263,389.325623,1604,1
N13,8/14/12,3,655.588968,408.115658,1591,1
N13,8/14/12,3,614.592527,437.154804,1553,1
N13,8/14/12,3,594.094306,433.738434,1526,1
N13,8/14/12,3,592.386121,418.364769,1519,1
N13,8/14/12,3,544.55694,421.781139,1509,1
N13,8/14/12,4,469.396797,546.478648,1370,1
N13,8/14/12,4,489.895018,539.645907,1359,1
N13,8/14/12,4,493.311388,589.183274,1295,1
N13,8/14/12,4,525.766904,601.140569,1276,1
N13,8/14/12,4,508.685053,563.560498,1231,1
N13,8/14/12,4,566.763345,558.435943,1203,1
N13,8/14/12,4,527.475089,507.190391,1185,1
N13,8/14/12,4,590.677936,447.403915,1118,1
N13,8/14/12,4,568.47153,389.325623,1101,1
N13,8/14/12,4,626.549822,391.033808,1050,1
N13,8/14/12,4,621.425267,385.909253,985,1
N13,8/14/12,4,672.670819,428.613879,955,1
N13,8/14/12,5,466.985014,584.968665,5107,1
N13,8/14/12,5,514.069482,550.091281,5099,1
N13,8/14/12,5,543.715259,516.957766,5088,1
N13,8/14/12,5,576.848774,417.557221,5040,1
N13,8/14/12,5,594.287466,445.459128,5017,1
N13,8/14/12,5,550.690736,429.764305,5010,1
N13,8/14/12,6,465.241144,686.113079,3197,1
N13,8/14/12,6,479.192098,668.674387,3195,1
N13,8/14/12,6,498.374659,694.832425,3189,1
N13,8/14/12,6,514.069482,677.393733,3185,1
N13,8/14/12,7,466.985014,612.870572,5564,1
N13,8/14/12,7,514.069482,673.905995,5541,1
N13,8/14/12,7,559.410082,646.004087,5480,1
N13,8/14/12,7,575.104905,661.69891,5445,1
N13,8/14/12,7,650.091281,682.625341,5421,1
N13,8/14/12,7,629.16485,670.418256,5404,1
N13,8/14/12,7,552.434605,720.990463,5286,1
N13,8/14/12,7,543.715259,691.344687,5233,1
N13,8/14/12,8,465.566667,645.46,5636,1
N13,8/14/12,8,607.22,534.526667,5580,1
N13,8/14/12,8,610.633333,527.7,5569,1
N13,8/14/12,8,600.393333,529.406667,5564,1
N13,8/14/12,8,525.3,515.753333,5520,1
N13,8/14/12,8,518.473333,527.7,5517,1
N13,8/14/12,9,474.1,469.673333,6817,1
N13,8/14/12,9,489.46,456.02,6810,1
N13,8/14/12,9,547.486667,408.233333,6787,1
N13,8/14/12,9,550.9,391.166667,6784,1
N13,8/14/12,9,569.673333,420.18,6757,1
N13,8/14/12,9,608.926667,452.606667,6744,1
N13,8/14/12,9,581.62,478.206667,6738,1
N13,8/14/12,9,581.62,505.513333,6725,1
N13,8/14/12,9,590.153333,522.58,6712,1
N13,8/14/12,9,614.046667,544.766667,6705,1
N13,8/14/12,9,610.633333,481.62,6682,1
N13,8/14/12,9,644.766667,452.606667,6674,1
N13,8/14/12,10,465.566667,693.246667,6745,1
N13,8/14/12,10,494.58,676.18,6733,1
N13,8/14/12,10,501.406667,698.366667,6726,1
N13,8/14/12,10,538.953333,715.433333,6710,1
N13,8/14/12,10,545.78,691.54,6659,1
