colony,date,ant_id,x,y,file_name,ant_type
N2,8/15/12,1,1360.71277,335.606383,1367,1
N2,8/15/12,1,1323.69149,347.095745,1354,1
N2,8/15/12,1,1310.92553,339.43617,1346,1
N2,8/15/12,1,1314.75532,336.882979,1335,1
N2,8/15/12,1,1318.58511,317.734043,1328,1
N2,8/15/12,1,1328.79787,335.606383,1327,1
N2,8/15/12,2,1335.18085,364.968085,2932,1
N2,8/15/12,2,1305.81915,356.031915,2920,1
N2,8/15/12,2,1295.60638,345.819149,2916,1
N2,8/15/12,2,1317.30851,335.606383,2903,1
N2,8/15/12,2,1322.41489,331.776596,2897,1
N2,8/15/12,3,1307.09575,366.244681,3238,1
N2,8/15/12,3,1296.88298,362.414894,3227,1
N2,8/15/12,3,1312.20213,345.819149,3222,1
N2,8/15/12,3,1304.54255,325.393617,3219,1
N2,8/15/12,3,1316.03192,331.776596,3215,1
N2,8/15/12,4,1377.30851,398.159574,4284,1
N2,8/15/12,4,1333.90426,395.606383,4226,1
N2,8/15/12,4,1321.1383,345.819149,4215,1
N2,8/15/12,4,1322.41489,331.776596,4209,1
N2,8/15/12,4,1331.35106,322.840426,4201,1
N2,8/15/12,5,1281.56383,576.882979,5960,1
N2,8/15/12,5,1268.79787,597.308511,5955,1
N2,8/15/12,5,1253.47872,584.542553,5943,1
N2,8/15/12,5,1208.79787,539.861702,5861,1
N2,8/15/12,5,1231.7766,539.861702,5853,1
N2,8/15/12,5,1249.64894,528.37234,5841,1
N2,8/15/12,5,1259.8617,468.37234,5811,1
N2,8/15/12,5,1266.24468,436.457447,5799,1
N2,8/15/12,5,1263.69149,414.755319,5779,1
N2,8/15/12,5,1277.73404,399.43617,5764,1
N2,8/15/12,5,1287.94681,372.62766,5750,1
N2,8/15/12,5,1332.62766,363.691489,5737,1
N2,8/15/12,5,1316.03192,348.37234,5731,1
N2,8/15/12,5,1331.35106,329.223404,5717,1
N2,8/15/12,6,1355.60638,419.861702,5306,1
N2,8/15/12,6,1361.98936,407.095745,5296,1
N2,8/15/12,6,1295.60638,398.159574,5261,1
N2,8/15/12,6,1286.67021,372.62766,5242,1
N2,8/15/12,6,1301.98936,363.691489,5240,1
N2,8/15/12,6,1299.43617,324.117021,5217,1
N2,8/15/12,6,1324.96809,329.223404,5212,1
N2,8/15/12,6,1314.75532,321.56383,5211,1
N2,8/15/12,7,1333.90426,382.840426,7048,1
N2,8/15/12,7,1336.45745,364.968085,7008,1
N2,8/15/12,7,1310.92553,331.776596,6990,1
N2,8/15/12,7,1322.41489,324.117021,6981,1
N2,8/15/12,7,1328.79787,326.670213,6979,1
N2,8/15/12,8,1273.90426,196.457447,5546,1
N2,8/15/12,8,1261.1383,200.287234,5538,1
N2,8/15/12,8,1281.56383,211.776596,5522,1
N2,8/15/12,8,1262.41489,215.606383,5512,1
N2,8/15/12,8,1284.11702,234.755319,5489,1
N2,8/15/12,8,1266.24468,244.968085,5481,1
N2,8/15/12,8,1279.01064,261.56383,5476,1
N2,8/15/12,8,1584.11702,108.37234,5464,1
N2,8/15/12,8,1284.11702,264.117021,5467,1
N2,8/15/12,9,1321.1383,359.861702,7544,1
N2,8/15/12,9,1319.8617,324.117021,7527,1
N2,8/15/12,10,1653.05319,416.031915,8882,1
N2,8/15/12,10,1312.20213,371.351064,8800,1
N2,8/15/12,10,1294.32979,371.351064,8796,1
N2,8/15/12,10,1318.58511,334.329787,8779,1
N2,8/15/12,10,1322.41489,329.223404,8773,1
