colony,date,ant_id,x,y,file_name,ant_type
N4,8/15/12,103,1281.76582,599.740506,1344,2
N4,8/15/12,103,1278.72785,581.512658,1348,2
N4,8/15/12,103,1298.47468,586.06962,1359,2
N4,8/15/12,103,1269.61392,570.879747,1362,2
N4,8/15/12,103,1310.62658,513.158228,1385,2
N4,8/15/12,103,1286.32279,526.829114,1386,2
N4,8/15/12,103,1310.62658,449.360759,1407,2
N4,8/15/12,103,1233.15823,485.816456,1438,2
N4,8/15/12,103,1193.66456,701.512658,1553,2
N4,8/15/12,103,1210.37342,751.639241,1593,2
N4,8/15/12,103,1201.25949,804.803797,1630,2
N4,8/15/12,103,1207.33544,792.651899,1636,2
N4,8/15/12,103,1236.1962,809.360759,1651,2
N4,8/15/12,103,1213.41139,804.803797,1683,2
N4,8/15/12,103,1249.86709,829.107595,1699,2
N4,8/15/12,103,1318.22152,725.816456,1807,2
N4,8/15/12,103,1333.41139,631.639241,1865,2
N4,8/15/12,103,1315.18354,608.85443,1874,2
N4,8/15/12,103,1296.9557,604.297468,1878,2
N4,8/15/12,103,1312.14557,619.487342,1883,2
N4,8/15/12,115,1243.79114,579.993671,3147,2
N4,8/15/12,115,1225.56329,484.297468,3201,2
N4,8/15/12,115,1301.51266,402.272152,3268,2
N4,8/15/12,115,1316.70253,408.348101,3285,2
N4,8/15/12,115,1309.1076,429.613924,3311,2
N4,8/15/12,115,1303.03165,422.018987,3335,2
N4,8/15/12,115,1292.39873,453.917722,3354,2
N4,8/15/12,115,1310.62658,441.765823,3361,2
N4,8/15/12,115,1313.66456,458.474684,3379,2
N4,8/15/12,115,1309.1076,463.031646,3382,2
N4,8/15/12,115,1315.18354,446.322785,3385,2
N4,8/15/12,115,1281.76582,443.28481,3393,2
N4,8/15/12,115,1278.72785,426.575949,3397,2
N4,8/15/12,115,1283.28481,406.829114,3406,2
N4,8/15/12,115,1313.66456,385.563291,3417,2
N4,8/15/12,115,1319.74051,399.234177,3426,2
N4,8/15/12,115,1312.14557,394.677215,3451,2
N4,8/15/12,115,1301.51266,384.044304,3441,2
N4,8/15/12,120,1271.13291,602.778481,3864,2
N4,8/15/12,120,1289.36076,543.537975,3875,2
N4,8/15/12,120,1313.66456,548.094937,3880,2
N4,8/15/12,120,92.398734,1120.75317,3881,2
N4,8/15/12,120,1306.06962,549.613924,3886,2
N4,8/15/12,120,1322.77848,558.727848,3911,2
N4,8/15/12,120,1353.15823,589.107595,3914,2
N4,8/15/12,120,1347.08228,485.816456,3946,2
N4,8/15/12,120,1359.23418,478.221519,3952,2
N4,8/15/12,120,1374.42405,478.221519,3959,2
N4,8/15/12,120,1375.94304,447.841772,3972,2
N4,8/15/12,120,1360.75317,435.689873,3985,2
N4,8/15/12,120,1378.98101,429.613924,4007,2
