colony,date,ant_id,x,y,file_name,ant_type
N13,8/13/12,1,1100.28723,255.180851,2229,1
N13,8/13/12,1,1076.03192,287.095745,2221,1
N13,8/13/12,1,1026.24468,296.031915,2206,1
N13,8/13/12,1,1018.58511,296.031915,2204,1
N13,8/13/12,1,1072.20213,330.5,2168,1
N13,8/13/12,1,1128.37234,377.734043,2144,1
N13,8/13/12,1,1148.79787,359.861702,2138,1
N13,8/13/12,1,1212.62766,335.606383,2113,1
N13,8/13/12,1,1240.71277,348.37234,2105,1
N13,8/13/12,1,1256.03192,339.43617,2098,1
N13,8/13/12,2,1041.56383,264.117021,1537,1
N13,8/13/12,2,1050.5,299.861702,1511,1
N13,8/13/12,2,1068.37234,304.968085,1474,1
N13,8/13/12,2,1129.64894,363.691489,1451,1
N13,8/13/12,2,1190.92553,322.840426,1430,1
N13,8/13/12,2,1187.09575,326.670213,1405,1
N13,8/13/12,2,1147.52128,349.648936,1392,1
N13,8/13/12,2,1167.94681,361.138298,1375,1
N13,8/13/12,2,1125.81915,386.670213,1352,1
N13,8/13/12,2,1138.58511,446.670213,1317,1
N13,8/13/12,2,1106.67021,477.308511,1300,1
N13,8/13/12,2,1141.1383,515.606383,1281,1
N13,8/13/12,2,1118.15957,504.117021,1293,1
N13,8/13/12,3,719.861702,270.5,4100,1
N13,8/13/12,3,616.457447,341.989362,4063,1
N13,8/13/12,3,682.840426,336.882979,4051,1
N13,8/13/12,3,675.180851,385.393617,4041,1
N13,8/13/12,3,746.670213,358.585106,4021,1
N13,8/13/12,3,753.053191,358.585106,4020,1
N13,8/13/12,3,754.329787,375.180851,4019,1
N13,8/13/12,4,639.43617,276.882979,4291,1
N13,8/13/12,4,1105.39362,469.648936,4126,1
N13,8/13/12,4,1118.15957,470.925532,4127,1
N13,8/13/12,4,1084.96809,447.946809,4140,1
N13,8/13/12,4,1042.84043,375.180851,4164,1
N13,8/13/12,4,1069.64894,352.202128,4170,1
N13,8/13/12,4,1042.84043,325.393617,4175,1
N13,8/13/12,4,1067.09575,312.62766,4181,1
N13,8/13/12,4,944.542553,384.117021,4218,1
N13,8/13/12,4,765.819149,298.585106,4238,1
N13,8/13/12,4,1141.1383,499.010638,4121,1
N13,8/13/12,4,751.776596,347.095745,4248,1
N13,8/13/12,4,1124.54255,509.223404,4124,1
N13,8/13/12,5,719.861702,275.606383,6155,1
N13,8/13/12,5,735.180851,278.159574,6151,1
N13,8/13/12,5,714.755319,276.882979,6144,1
N13,8/13/12,5,694.329787,308.797872,6136,1
N13,8/13/12,5,667.521277,334.329787,6124,1
N13,8/13/12,5,714.755319,345.819149,6103,1
N13,8/13/12,5,727.521277,361.138298,6094,1
N13,8/13/12,5,746.670213,357.308511,6085,1
N13,8/13/12,6,979.010638,261.56383,5229,1
N13,8/13/12,6,987.946809,250.074468,5223,1
N13,8/13/12,6,981.56383,287.095745,5214,1
N13,8/13/12,6,995.606383,293.478723,5204,1
N13,8/13/12,7,1127.09575,253.904255,4867,1
N13,8/13/12,7,1092.62766,279.43617,4856,1
N13,8/13/12,7,1086.24468,307.521277,4852,1
N13,8/13/12,7,1087.52128,308.797872,4839,1
N13,8/13/12,7,1124.54255,325.393617,4825,1
N13,8/13/12,7,1151.35106,362.414894,4815,1
N13,8/13/12,7,1165.39362,358.585106,4805,1
N13,8/13/12,7,1115.60638,375.180851,4793,1
N13,8/13/12,7,1141.1383,400.712766,4788,1
N13,8/13/12,7,1146.24468,506.670213,4762,1
N13,8/13/12,7,1142.41489,518.159574,4751,1
N13,8/13/12,7,1137.30851,528.37234,4749,1
N13,8/13/12,8,716.031915,279.43617,8414,1
N13,8/13/12,8,705.819149,296.031915,8410,1
N13,8/13/12,8,693.053191,274.329787,8411,1
N13,8/13/12,8,680.287234,316.457447,8407,1
N13,8/13/12,8,726.244681,330.5,8404,1
N13,8/13/12,8,718.585106,375.180851,8399,1
N13,8/13/12,8,727.521277,381.56383,8393,1
N13,8/13/12,9,881.989362,269.223404,8102,1
N13,8/13/12,9,911.351064,290.925532,8095,1
N13,8/13/12,9,957.308511,381.56383,8086,1
N13,8/13/12,9,976.457447,364.968085,8084,1
N13,8/13/12,9,1008.37234,380.287234,8081,1
N13,8/13/12,9,1068.37234,379.010638,8075,1
N13,8/13/12,9,1069.64894,326.670213,8060,1
N13,8/13/12,9,1026.24468,325.393617,8055,1
N13,8/13/12,9,1022.41489,303.691489,8052,1
N13,8/13/12,9,1016.03192,306.244681,8051,1
N13,8/13/12,10,1291.7766,244.968085,4308,1
N13,8/13/12,10,1272.62766,236.031915,4295,1
N13,8/13/12,10,1284.11702,246.244681,4287,1
N13,8/13/12,10,1267.52128,239.861702,4253,1
N13,8/13/12,10,1299.43617,248.797872,4252,1
N13,8/13/12,10,1279.01064,276.882979,4244,1
N13,8/13/12,10,1271.35106,297.308511,4230,1
N13,8/13/12,10,1291.7766,302.414894,4212,1
N13,8/13/12,10,1291.7766,319.010638,4210,1
