colony,date,ant_id,x,y,file_name,ant_type
N4,8/15/12,1,1258.91642,602.435484,1166,1
N4,8/15/12,1,1275.80792,576.159824,1169,1
N4,8/15/12,1,1292.69941,587.420821,1171,1
N4,8/15/12,1,1300.20675,538.623167,1183,1
N4,8/15/12,1,1272.05425,523.608504,1195,1
N4,8/15/12,1,1296.45308,501.08651,1198,1
N4,8/15/12,1,1118.15396,426.013196,1236,1
N4,8/15/12,1,1056.21848,403.491202,1288,1
N4,8/15/12,1,1061.84897,392.230205,1295,1
N4,8/15/12,1,1067.47947,347.186217,1310,1
N4,8/15/12,1,894.81085,302.142229,1394,1
N4,8/15/12,1,106.541056,407.244868,1886,1
N4,8/15/12,2,1303.96041,619.326979,1197,1
N4,8/15/12,2,1332.1129,585.543988,1209,1
N4,8/15/12,2,1392.17155,593.05132,1220,1
N4,8/15/12,2,1425.95455,591.174487,1232,1
N4,8/15/12,2,1442.84604,568.652493,1248,1
N4,8/15/12,2,1517.91936,581.790323,1281,1
N4,8/15/12,3,1471.04546,425.627273,1518,1
N4,8/15/12,3,1465.15455,459.009091,1496,1
N4,8/15/12,3,1445.51818,445.263636,1490,1
N4,8/15/12,3,1410.17273,447.227273,1479,1
N4,8/15/12,3,1410.17273,466.863636,1458,1
N4,8/15/12,3,1398.39091,480.609091,1454,1
N4,8/15/12,3,1394.46364,453.118182,1449,1
N4,8/15/12,3,1370.9,476.681818,1390,1
N4,8/15/12,3,1372.86364,512.027273,1376,1
N4,8/15/12,3,1437.66364,545.409091,1341,1
N4,8/15/12,3,1461.22727,570.936364,1334,1
N4,8/15/12,3,1359.11818,533.627273,1299,1
N4,8/15/12,3,1337.51818,549.336364,1273,1
N4,8/15/12,3,1308.06364,576.827273,1255,1
N4,8/15/12,3,1282.53636,594.5,1248,1
N4,8/15/12,3,1304.13636,623.954545,1238,1
N4,8/15/12,4,1453.13158,439.131579,1795,1
N4,8/15/12,4,1437.97368,433.447368,1792,1
N4,8/15/12,4,1455.02632,490.289474,1773,1
N4,8/15/12,4,1341.34211,569.868421,1743,1
N4,8/15/12,4,1309.13158,600.184211,1727,1
N4,8/15/12,4,1295.86842,585.026316,1721,1
N4,8/15/12,4,1271.23684,611.552632,1712,1
N4,8/15/12,5,1388.19528,316.469142,2262,1
N4,8/15/12,5,1367.82883,303.508679,2255,1
N4,8/15/12,5,1364.12584,340.538573,2234,1
N4,8/15/12,5,1325.24446,351.647541,2220,1
N4,8/15/12,5,1312.28399,296.1027,2203,1
N4,8/15/12,5,1304.87801,309.063163,2117,1
N4,8/15/12,5,1315.98698,342.390068,2105,1
N4,8/15/12,5,1308.581,377.568467,2096,1
N4,8/15/12,5,1114.17406,453.479749,1999,1
N4,8/15/12,5,1247.48168,525.688042,1964,1
N4,8/15/12,5,1262.29364,560.866442,1948,1
N4,8/15/12,5,1297.47204,549.757473,1942,1
N4,8/15/12,5,1299.32353,573.826905,1937,1
N4,8/15/12,5,1264.14513,609.005304,1923,1
N4,8/15/12,6,1384.49229,331.281099,2374,1
N4,8/15/12,6,1380.7893,331.281099,2372,1
N4,8/15/12,6,1362.27435,320.172131,2364,1
N4,8/15/12,6,1354.86837,316.469142,2358,1
N4,8/15/12,6,1306.72951,294.251205,2328,1
N4,8/15/12,6,1336.35342,320.172131,2302,1
N4,8/15/12,6,1375.23481,260.924301,2233,1
N4,8/15/12,6,1330.79894,307.211668,2221,1
N4,8/15/12,6,1293.76905,255.369817,2168,1
N4,8/15/12,6,1303.02652,355.35053,2156,1
N4,8/15/12,6,1295.62054,377.568467,2149,1
N4,8/15/12,6,1290.06606,373.865477,2143,1
N4,8/15/12,6,1254.88766,401.637898,2139,1
N4,8/15/12,6,1214.15477,383.122951,2130,1
N4,8/15/12,6,1188.23385,379.419961,2122,1
N4,8/15/12,6,1206.7488,410.895371,2104,1
N4,8/15/12,6,1190.08534,444.222276,2087,1
N4,8/15/12,6,1140.09499,457.182739,2078,1
N4,8/15/12,6,1277.10559,486.806654,2014,1
N4,8/15/12,6,1278.95709,564.569431,1986,1
N4,8/15/12,6,1243.77869,570.123915,1981,1
N4,8/15/12,7,1269.82317,618.28837,2234,1
N4,8/15/12,7,1291.78694,616.458055,2236,1
N4,8/15/12,7,1288.12631,574.36082,2243,1
N4,8/15/12,7,1304.59914,512.130124,2258,1
N4,8/15/12,7,1354.01764,557.887989,2281,1
N4,8/15/12,7,1355.84795,530.43327,2290,1
N4,8/15/12,7,1344.86606,502.978551,2301,1
N4,8/15/12,7,1412.5877,468.202574,2320,1
N4,8/15/12,8,1421.73928,453.560057,2883,1
N4,8/15/12,8,1394.28456,499.317922,2866,1
N4,8/15/12,8,1326.56292,567.039561,2837,1
N4,8/15/12,8,1322.90229,599.985224,2827,1
N4,8/15/12,8,1339.37512,599.985224,2819,1
N4,8/15/12,8,1275.31411,567.039561,2795,1
N4,8/15/12,8,1299.1082,610.967112,2778,1
N4,8/15/12,8,1300.93851,623.779314,2776,1
N4,8/15/12,9,124.046235,512.130124,4038,1
N4,8/15/12,9,367.478074,596.324595,3733,1
N4,8/15/12,9,493.769781,460.881316,3672,1
N4,8/15/12,9,918.402765,321.777407,3555,1
N4,8/15/12,9,978.803146,343.741182,3541,1
N4,8/15/12,9,991.615348,378.517159,3527,1
N4,8/15/12,9,1053.84604,332.759295,3505,1
N4,8/15/12,9,1121.56768,314.456149,3478,1
N4,8/15/12,9,1176.47712,347.401811,3447,1
N4,8/15/12,9,1191.11964,365.704957,3442,1
N4,8/15/12,9,1225.89562,347.401811,3430,1
N4,8/15/12,9,1288.12631,371.195901,3407,1
N4,8/15/12,9,1297.27788,363.874643,3399,1
N4,8/15/12,9,1238.70782,416.953765,3341,1
N4,8/15/12,9,1229.55624,426.105338,3323,1
N4,8/15/12,9,1264.33222,484.675405,3284,1
N4,8/15/12,9,1238.70782,513.960439,3278,1
N4,8/15/12,9,1269.82317,537.754528,3269,1
N4,8/15/12,9,1255.18065,552.397045,3254,1
N4,8/15/12,9,1249.6897,598.154909,3247,1
N4,8/15/12,10,1449.19399,512.130124,5495,1
N4,8/15/12,10,1407.09676,535.924214,5455,1
N4,8/15/12,10,1337.54481,559.718303,5423,1
N4,8/15/12,10,1310.09009,598.154909,5412,1
N4,8/15/12,10,1304.59914,625.609628,5404,1
