"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant52",0,0,0,0,0,1,0,0,0,0,0,0,17,2,0,0,0,0,62,0,0,1,0,0,0,0,18,0,0,0,0,2,1,0,5,0,0,0,4,0,3,0,0,0
"Ant6",0,0,12,3,1,0,0,2,0,2,7,4,0,0,1,2,10,1,0,9,1,7,2,0,8,11,0,10,10,6,1,4,0,0,0,1,8,4,2,0,0,1,14,2
"Ant26",0,12,0,9,1,10,10,18,22,26,5,7,4,1,1,15,13,1,0,51,25,33,0,0,1,5,11,7,3,64,22,9,4,5,3,4,6,4,27,1,1,4,22,12
"Ant30",0,3,9,0,1,2,0,6,2,1,1,4,5,2,1,4,4,0,5,9,14,11,0,0,0,3,11,2,0,1,10,7,4,6,1,5,0,14,7,0,0,9,0,0
"Ant148",0,1,1,1,0,0,21,3,1,2,0,2,3,0,5,1,5,0,6,2,4,1,0,3,0,8,1,8,2,1,25,2,3,3,6,3,1,1,6,0,2,9,9,4
"Ant191",1,0,10,2,0,0,0,5,2,2,1,2,1,16,13,1,7,0,68,3,6,2,0,0,0,0,5,1,0,5,10,4,5,9,2,4,0,2,5,0,5,0,0,2
"Ant196",0,0,10,0,21,0,0,1,6,8,0,1,5,0,1,6,9,0,1,0,2,4,0,14,0,5,0,14,1,8,7,4,28,4,14,10,2,2,2,0,1,4,2,6
"Ant209",0,2,18,6,3,5,1,0,6,2,0,2,8,4,1,10,7,0,10,1,25,11,0,0,3,1,6,2,2,4,14,9,2,3,4,3,2,3,7,0,1,6,3,4
"Ant268",0,0,22,2,1,2,6,6,0,6,5,7,2,0,2,0,9,0,1,24,9,12,0,0,0,1,2,7,1,17,6,0,1,2,0,0,6,6,28,0,0,4,10,4
"Ant308",0,2,26,1,2,2,8,2,6,0,0,1,2,0,2,3,8,0,1,11,2,4,0,0,0,7,6,6,0,0,9,1,6,1,0,5,2,0,4,0,0,2,0,6
"Ant620",0,7,5,1,0,1,0,0,5,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0,1,4,0,0,2,3,0,0,0,1,6,7,2,11,0,0,0,0
"Ant13",0,4,7,4,2,2,1,2,7,1,0,0,3,0,0,6,9,0,0,3,4,10,0,0,0,8,2,11,2,7,5,6,0,2,2,6,1,5,1,0,0,5,18,15
"Ant27",17,0,4,5,3,1,5,8,2,2,0,3,0,6,2,4,8,0,33,7,3,2,0,3,0,4,0,6,5,7,0,2,0,19,9,6,0,1,1,0,1,4,3,5
"Ant29",2,0,1,2,0,16,0,4,0,0,0,0,6,0,14,0,0,0,20,2,3,1,0,0,0,0,0,0,1,0,2,0,5,8,14,1,0,0,4,0,1,17,0,2
"Ant32",0,1,1,1,5,13,1,1,2,2,0,0,2,14,0,0,0,0,4,2,6,0,0,0,0,0,4,0,0,1,3,1,1,11,2,1,0,2,3,0,7,3,1,1
"Ant43",0,2,15,4,1,1,6,10,0,3,0,6,4,0,0,0,2,0,0,10,5,0,0,0,0,6,0,3,0,12,3,8,2,3,0,7,2,1,5,0,0,2,4,3
"Ant50",0,10,13,4,5,7,9,7,9,8,8,9,8,0,0,2,0,0,7,18,6,2,0,0,0,21,10,25,8,7,17,24,2,15,4,5,0,17,6,0,6,4,5,14
"Ant55",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant91",62,0,0,5,6,68,1,10,1,1,0,0,33,20,4,0,7,0,0,0,0,2,0,0,0,0,4,0,2,2,0,3,0,23,23,1,0,0,5,0,54,13,1,1
"Ant97",0,9,51,9,2,3,0,1,24,11,0,3,7,2,2,10,18,0,0,0,4,19,0,1,0,9,9,3,0,18,28,10,6,1,0,7,3,12,1,0,0,1,6,3
"Ant100",0,1,25,14,4,6,2,25,9,2,2,4,3,3,6,5,6,0,0,4,0,10,0,0,0,8,10,8,0,3,40,10,1,4,0,2,0,25,19,0,3,4,7,0
