"","Ant52","Ant6","Ant26","Ant30","Ant148","Ant191","Ant196","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant43","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant139","Ant142","Ant156","Ant159","Ant169","Ant195","Ant198","Ant207","Ant218","Ant242","Ant243","Ant255","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant387","Ant437","Ant492"
"Ant52",0,0,0,4,0,9,0,1,3,19,0,2,3,3,16,4,1,0,12,0,28,7,0,0,0,3,7,0,2,2,2,6,11,1,2,0,0,1,11,0,11,1,0,0
"Ant6",0,0,8,3,3,2,1,1,2,2,11,3,1,0,0,1,10,8,0,14,2,1,5,1,3,1,1,11,5,1,4,0,0,0,1,1,1,7,4,10,0,0,2,0
"Ant26",0,8,0,0,0,2,0,0,1,7,67,3,0,2,0,5,6,3,1,5,4,1,1,0,5,8,0,2,5,1,0,0,0,2,2,0,19,60,1,3,0,0,3,4
"Ant30",4,3,0,0,3,5,14,4,2,19,0,2,1,3,5,2,5,0,4,6,12,0,0,0,0,0,8,2,0,2,4,2,16,6,16,10,0,1,6,0,8,9,0,6
"Ant148",0,3,0,3,0,6,25,7,7,2,0,1,4,0,5,0,19,0,0,2,2,5,0,0,0,5,7,8,3,5,6,2,0,1,2,22,0,1,5,0,0,0,5,2
"Ant191",9,2,2,5,6,0,11,16,6,14,0,9,5,4,12,5,5,0,9,5,13,0,1,2,0,11,1,2,1,3,2,8,7,2,5,1,0,4,5,0,7,7,2,4
"Ant196",0,1,0,14,25,11,0,7,4,9,0,3,6,0,19,7,31,5,0,2,8,5,0,4,0,1,3,2,0,1,19,11,0,3,2,12,0,15,13,0,0,3,8,9
"Ant209",1,1,0,4,7,16,7,0,2,2,0,1,8,0,10,0,1,0,2,1,4,5,0,0,0,3,0,2,5,0,20,3,11,0,2,1,0,2,1,0,0,11,0,1
"Ant268",3,2,1,2,7,6,4,2,0,16,0,6,4,0,5,6,12,0,1,18,16,7,3,0,0,10,6,5,4,21,14,11,8,1,1,4,3,7,2,0,3,1,7,15
"Ant308",19,2,7,19,2,14,9,2,16,0,0,2,1,4,2,4,13,0,0,2,21,9,0,3,0,11,18,4,5,5,16,7,20,1,3,1,4,15,14,0,2,2,12,3
"Ant620",0,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,13,0,0,0,10,0,0,0,0,0,0,0,26,20,0,7,0,0,4,0
"Ant13",2,3,3,2,1,9,3,1,6,2,0,0,4,0,4,0,17,0,0,3,5,0,0,0,0,9,0,1,0,11,9,22,7,0,4,7,1,0,4,0,0,3,0,10
"Ant27",3,1,0,1,4,5,6,8,4,1,0,4,0,4,2,6,0,0,0,5,4,7,0,5,0,0,6,1,0,1,7,6,7,2,2,1,0,1,7,0,9,5,1,2
"Ant29",3,0,2,3,0,4,0,0,0,4,0,0,4,0,0,0,1,0,11,0,3,0,0,8,0,6,5,1,1,0,2,0,16,5,0,0,0,0,2,0,2,14,1,1
"Ant32",16,0,0,5,5,12,19,10,5,2,0,4,2,0,0,4,10,0,10,0,6,1,0,3,0,3,5,2,1,0,10,2,2,7,6,4,0,1,4,0,9,8,1,2
"Ant43",4,1,5,2,0,5,7,0,6,4,0,0,6,0,4,0,6,0,0,11,11,3,0,2,0,0,4,1,1,17,14,6,1,1,1,1,0,0,3,0,0,2,1,5
"Ant50",1,10,6,5,19,5,31,1,12,13,0,17,0,1,10,6,0,13,2,13,12,4,0,5,0,10,10,18,0,8,9,6,5,3,2,34,0,1,9,0,1,0,9,5
"Ant55",0,8,3,0,0,0,5,0,0,0,24,0,0,0,0,0,13,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0
"Ant91",12,0,1,4,0,9,0,2,1,0,0,0,0,11,10,0,2,0,0,1,7,0,0,12,0,0,6,12,0,0,0,16,1,15,2,1,0,0,0,0,30,4,10,0
"Ant97",0,14,5,6,2,5,2,1,18,2,0,3,5,0,0,11,13,0,1,0,10,20,0,0,0,12,2,9,6,12,30,11,3,6,1,7,0,0,22,0,0,0,4,11
